EMPLOYEE_ID,EMPLOYEE_NAME,USERNAME,ROLE_NAME,STORE_ID,REGION,EMAIL,PHONE,JOINED_AT
E00044,Ananya Malhotra,ANANYAMALHOTRA739,MARKETING_ANALYST,S035,NORTH,ananyamalhotra739@falhari.in,919306461438,2020-04-06
E00045,Aditya Iyer,ADITYAIYER423,DATA_PRIVILEGED,S077,CENTRAL,adityaiyer423@falhari.in,912895405847,2020-11-29
E00046,Isha Kulkarni,ISHAKULKARNI810,OPERATIONS_EXEC,S075,EAST,ishakulkarni810@falhari.in,917528972459,2023-02-20
E00047,Nikhil Kulkarni,NIKHILKULKARNI966,OPERATIONS_EXEC,S140,EAST,nikhilkulkarni966@falhari.in,912245540421,2018-03-29
E00048,Amit Gupta,AMITGUPTA308,OPERATIONS_EXEC,S157,EAST,amitgupta308@falhari.in,916117785453,2018-05-09
E00049,Neha Bose,NEHABOSE721,OPERATIONS_EXEC,S140,EAST,nehabose721@falhari.in,916626923395,2020-09-15
E00050,Amit Verma,AMITVERMA764,REGIONAL_MANAGER,S168,WEST,amitverma764@falhari.in,915539525637,2023-06-20
E00051,Karan Gupta,KARANGUPTA180,MARKETING_ANALYST,S041,SOUTH,karangupta180@falhari.in,914587013111,2022-12-28
E00052,Neha Gupta,NEHAGUPTA503,REGIONAL_MANAGER,S171,CENTRAL,nehagupta503@falhari.in,913583624921,2021-10-11
E00053,Rohit Reddy,ROHITREDDY440,OPERATIONS_EXEC,S080,EAST,rohitreddy440@falhari.in,914387871713,2021-08-18
E00054,Swati Mehta,SWATIMEHTA357,OPERATIONS_EXEC,S175,SOUTH,swatimehta357@falhari.in,919105482562,2023-06-06
E00055,Karan Pandey,KARANPANDEY435,MARKETING_ANALYST,S051,WEST,karanpandey435@falhari.in,913161209928,2022-09-20
E00056,Pooja Mukherjee,POOJAMUKHERJEE572,MARKETING_ANALYST,S040,NORTH,poojamukherjee572@falhari.in,917751536720,2022-12-06
E00057,Neha Verma,NEHAVERMA847,DATA_PRIVILEGED,S097,NORTH,nehaverma847@falhari.in,919912856859,2021-02-01
E00058,Kiran Iyer,KIRANIYER431,MARKETING_ANALYST,S147,SOUTH,kiraniyer431@falhari.in,913311156854,2018-04-27
E00059,Ananya Chopra,ANANYACHOPRA767,REGIONAL_MANAGER,S026,SOUTH,ananyachopra767@falhari.in,918060363235,2019-05-17
E00060,Pooja Reddy,POOJAREDDY888,REGIONAL_MANAGER,S038,EAST,poojareddy888@falhari.in,919165613073,2023-10-13
E00061,Manish Iyer,MANISHIYER664,MARKETING_ANALYST,S131,CENTRAL,manishiyer664@falhari.in,914544300745,2023-01-21
E00062,Riya Mukherjee,RIYAMUKHERJEE943,MARKETING_ANALYST,S032,CENTRAL,riyamukherjee943@falhari.in,914651831633,2019-12-18
E00063,Neha Nair,NEHANAIR880,REGIONAL_MANAGER,S181,WEST,nehanair880@falhari.in,916305757866,2018-08-17
E00064,Manish Verma,MANISHVERMA192,MARKETING_ANALYST,S006,CENTRAL,manishverma192@falhari.in,917666069508,2022-01-18
E00065,Vikram Malhotra,VIKRAMMALHOTRA84,STORE_MANAGER,S108,NORTH,vikrammalhotra84@falhari.in,918965532647,2021-01-15
E00066,Sneha Rao,SNEHARAO66,REGIONAL_MANAGER,S173,WEST,sneharao66@falhari.in,914043968483,2021-07-27
E00067,Nikhil Chopra,NIKHILCHOPRA52,STORE_MANAGER,S002,WEST,nikhilchopra52@falhari.in,911820871638,2019-05-14
E00068,Nikhil Mehta,NIKHILMEHTA728,OPERATIONS_EXEC,S162,NORTH,nikhilmehta728@falhari.in,912719189938,2019-03-10
E00069,Swati Kulkarni,SWATIKULKARNI490,OPERATIONS_EXEC,S033,EAST,swatikulkarni490@falhari.in,911650181757,2022-09-21
E00070,Amit Gupta,AMITGUPTA524,STORE_MANAGER,S134,NORTH,amitgupta524@falhari.in,916752262491,2021-09-29
E00071,Vikram Pillai,VIKRAMPILLAI630,REGIONAL_MANAGER,S044,WEST,vikrampillai630@falhari.in,918166517731,2020-04-24
E00072,Rohit Pandey,ROHITPANDEY787,DATA_PRIVILEGED,S075,EAST,rohitpandey787@falhari.in,919313527625,2021-11-04
E00073,Swati Nair,SWATINAIR976,DATA_PRIVILEGED,S109,SOUTH,swatinair976@falhari.in,915118256651,2022-04-20
E00074,Karan Pandey,KARANPANDEY113,DATA_PRIVILEGED,S044,WEST,karanpandey113@falhari.in,917154836281,2020-03-10
E00075,Kiran Gupta,KIRANGUPTA240,MARKETING_ANALYST,S007,CENTRAL,kirangupta240@falhari.in,913346074968,2022-12-12
E00076,Sanjay Bose,SANJAYBOSE309,MARKETING_ANALYST,S110,SOUTH,sanjaybose309@falhari.in,915448218739,2019-12-26
E00077,Sneha Singh,SNEHASINGH916,MARKETING_ANALYST,S084,WEST,snehasingh916@falhari.in,918877405031,2021-10-26
E00078,Rohit Mehta,ROHITMEHTA318,DATA_PRIVILEGED,S096,NORTH,rohitmehta318@falhari.in,910865699638,2023-07-02
E00079,Rahul Das,RAHULDAS491,DATA_PRIVILEGED,S021,SOUTH,rahuldas491@falhari.in,913412538341,2018-04-15
E00080,Meera Khan,MEERAKHAN796,DATA_PRIVILEGED,S035,NORTH,meerakhan796@falhari.in,919976656206,2023-08-06
E00081,Priya Nair,PRIYANAIR914,OPERATIONS_EXEC,S060,SOUTH,priyanair914@falhari.in,913677744108,2020-10-28
E00082,Karan Joshi,KARANJOSHI481,STORE_MANAGER,S192,EAST,karanjoshi481@falhari.in,911820034093,2021-10-05
E00083,Aditya Patel,ADITYAPATEL489,STORE_MANAGER,S125,EAST,adityapatel489@falhari.in,913203106664,2022-11-20
E00084,Neha Gupta,NEHAGUPTA863,OPERATIONS_EXEC,S069,SOUTH,nehagupta863@falhari.in,917887978884,2021-12-03
E00085,Aditya Mukherjee,ADITYAMUKHERJEE635,MARKETING_ANALYST,S120,WEST,adityamukherjee635@falhari.in,919711491794,2022-09-03
E00086,Rohit Pandey,ROHITPANDEY56,DATA_PRIVILEGED,S151,NORTH,rohitpandey56@falhari.in,912395108327,2023-10-18
E00087,Arjun Chopra,ARJUNCHOPRA533,DATA_PRIVILEGED,S139,CENTRAL,arjunchopra533@falhari.in,919984200326,2021-09-17
E00088,Priya Nair,PRIYANAIR51,MARKETING_ANALYST,S036,WEST,priyanair51@falhari.in,914114207651,2020-07-02
E00089,Karan Reddy,KARANREDDY183,OPERATIONS_EXEC,S073,WEST,karanreddy183@falhari.in,919576039610,2021-01-12
E00090,Nikhil Patel,NIKHILPATEL774,OPERATIONS_EXEC,S123,EAST,nikhilpatel774@falhari.in,910453868761,2019-08-11
E00091,Nikhil Bose,NIKHILBOSE422,DATA_PRIVILEGED,S097,NORTH,nikhilbose422@falhari.in,912135456143,2019-05-09
E00092,Neha Mehta,NEHAMEHTA957,OPERATIONS_EXEC,S161,EAST,nehamehta957@falhari.in,913489953120,2018-05-11
E00093,Aditya Reddy,ADITYAREDDY591,STORE_MANAGER,S080,EAST,adityareddy591@falhari.in,910024170364,2020-01-21
E00094,Isha Mukherjee,ISHAMUKHERJEE741,REGIONAL_MANAGER,S056,CENTRAL,ishamukherjee741@falhari.in,911342414718,2023-05-30
E00095,Arjun Patel,ARJUNPATEL866,STORE_MANAGER,S195,WEST,arjunpatel866@falhari.in,917794292101,2023-07-21
E00096,Vikram Mukherjee,VIKRAMMUKHERJEE914,MARKETING_ANALYST,S139,CENTRAL,vikrammukherjee914@falhari.in,912151750796,2020-08-24
E00097,Rohit Nair,ROHITNAIR148,MARKETING_ANALYST,S176,NORTH,rohitnair148@falhari.in,910496196519,2022-06-12
E00098,Arjun Patel,ARJUNPATEL493,STORE_MANAGER,S071,NORTH,arjunpatel493@falhari.in,915706586862,2020-05-27
E00099,Manish Pillai,MANISHPILLAI381,DATA_PRIVILEGED,S119,SOUTH,manishpillai381@falhari.in,911712199939,2018-12-20
E00100,Riya Chopra,RIYACHOPRA739,DATA_PRIVILEGED,S001,NORTH,riyachopra739@falhari.in,917002279624,2021-06-07
E00101,Sanjay Patel,SANJAYPATEL454,OPERATIONS_EXEC,S075,EAST,sanjaypatel454@falhari.in,913003987806,2021-03-20
E00102,Meera Reddy,MEERAREDDY854,OPERATIONS_EXEC,S079,EAST,meerareddy854@falhari.in,919186849874,2020-03-03
E00103,Ananya Sharma,ANANYASHARMA215,OPERATIONS_EXEC,S037,EAST,ananyasharma215@falhari.in,912686870375,2022-03-05
E00104,Riya Kulkarni,RIYAKULKARNI377,MARKETING_ANALYST,S084,WEST,riyakulkarni377@falhari.in,917653092464,2020-04-20
E00105,Amit Pillai,AMITPILLAI115,REGIONAL_MANAGER,S034,WEST,amitpillai115@falhari.in,912257504122,2022-09-23
E00106,Arjun Das,ARJUNDAS771,REGIONAL_MANAGER,S178,EAST,arjundas771@falhari.in,915094557314,2019-09-10
E00107,Meera Malhotra,MEERAMALHOTRA182,REGIONAL_MANAGER,S169,NORTH,meeramalhotra182@falhari.in,914776038280,2023-05-26
E00108,Rohit Verma,ROHITVERMA51,REGIONAL_MANAGER,S066,EAST,rohitverma51@falhari.in,915886417939,2022-05-13
E00109,Swati Mukherjee,SWATIMUKHERJEE618,REGIONAL_MANAGER,S169,NORTH,swatimukherjee618@falhari.in,913933833876,2023-09-30
E00110,Karan Kulkarni,KARANKULKARNI737,DATA_PRIVILEGED,S134,NORTH,karankulkarni737@falhari.in,919825817386,2019-02-24
E00111,Arjun Khan,ARJUNKHAN185,REGIONAL_MANAGER,S064,CENTRAL,arjunkhan185@falhari.in,915079937873,2022-01-14
E00112,Vikram Gupta,VIKRAMGUPTA594,OPERATIONS_EXEC,S134,NORTH,vikramgupta594@falhari.in,910684960334,2019-12-24
E00113,Swati Pandey,SWATIPANDEY743,MARKETING_ANALYST,S015,EAST,swatipandey743@falhari.in,918672266281,2018-08-20
E00114,Manish Chopra,MANISHCHOPRA451,DATA_PRIVILEGED,S190,SOUTH,manishchopra451@falhari.in,917867397181,2018-07-05
E00115,Neha Joshi,NEHAJOSHI449,MARKETING_ANALYST,S111,WEST,nehajoshi449@falhari.in,918993305374,2018-06-25
E00116,Meera Patel,MEERAPATEL998,MARKETING_ANALYST,S036,WEST,meerapatel998@falhari.in,916103324877,2020-02-09
E00117,Arjun Khan,ARJUNKHAN112,OPERATIONS_EXEC,S138,EAST,arjunkhan112@falhari.in,914919866132,2021-05-18
E00118,Amit Chopra,AMITCHOPRA244,MARKETING_ANALYST,S121,WEST,amitchopra244@falhari.in,912476398572,2022-06-14
E00119,Aditya Reddy,ADITYAREDDY36,STORE_MANAGER,S120,WEST,adityareddy36@falhari.in,912843858009,2023-09-24
E00120,Meera Malhotra,MEERAMALHOTRA921,OPERATIONS_EXEC,S042,EAST,meeramalhotra921@falhari.in,914505149048,2023-03-29
E00121,Isha Khan,ISHAKHAN739,OPERATIONS_EXEC,S125,EAST,ishakhan739@falhari.in,915434536499,2022-05-24
E00122,Sneha Verma,SNEHAVERMA500,DATA_PRIVILEGED,S185,NORTH,snehaverma500@falhari.in,919977222264,2022-04-01
E00123,Rohit Reddy,ROHITREDDY957,REGIONAL_MANAGER,S061,WEST,rohitreddy957@falhari.in,910027027507,2022-09-15
E00124,Swati Mukherjee,SWATIMUKHERJEE783,DATA_PRIVILEGED,S178,EAST,swatimukherjee783@falhari.in,919380514538,2022-03-26
E00125,Swati Sharma,SWATISHARMA120,DATA_PRIVILEGED,S133,WEST,swatisharma120@falhari.in,911207500069,2018-11-28
E00126,Neha Khan,NEHAKHAN543,MARKETING_ANALYST,S146,SOUTH,nehakhan543@falhari.in,913922445565,2020-01-19
E00127,Karan Patel,KARANPATEL131,STORE_MANAGER,S078,WEST,karanpatel131@falhari.in,918944139995,2018-12-16
E00128,Manish Chopra,MANISHCHOPRA578,OPERATIONS_EXEC,S051,WEST,manishchopra578@falhari.in,913038156959,2018-06-20
E00129,Riya Sharma,RIYASHARMA358,DATA_PRIVILEGED,S154,WEST,riyasharma358@falhari.in,915106361128,2023-06-09
E00130,Kiran Verma,KIRANVERMA722,OPERATIONS_EXEC,S166,EAST,kiranverma722@falhari.in,911173069938,2019-08-19
E00131,Rohit Rao,ROHITRAO322,REGIONAL_MANAGER,S140,EAST,rohitrao322@falhari.in,917899996289,2020-08-18
E00132,Amit Patel,AMITPATEL566,MARKETING_ANALYST,S015,EAST,amitpatel566@falhari.in,915218505608,2020-02-17
E00133,Sneha Joshi,SNEHAJOSHI99,REGIONAL_MANAGER,S168,WEST,snehajoshi99@falhari.in,916048589654,2018-10-06
E00134,Pooja Rao,POOJARAO279,STORE_MANAGER,S153,SOUTH,poojarao279@falhari.in,913865471927,2018-07-30
E00135,Neha Rao,NEHARAO523,DATA_PRIVILEGED,S079,EAST,neharao523@falhari.in,918705662300,2022-03-02
E00136,Arjun Sharma,ARJUNSHARMA599,MARKETING_ANALYST,S070,EAST,arjunsharma599@falhari.in,916150123506,2022-06-05
E00137,Neha Chopra,NEHACHOPRA444,STORE_MANAGER,S093,WEST,nehachopra444@falhari.in,910590855765,2023-06-09
E00138,Pooja Joshi,POOJAJOSHI218,DATA_PRIVILEGED,S147,SOUTH,poojajoshi218@falhari.in,913919474372,2018-06-20
E00139,Karan Reddy,KARANREDDY891,REGIONAL_MANAGER,S022,SOUTH,karanreddy891@falhari.in,919609102764,2023-07-30
E00140,Rohit Das,ROHITDAS192,MARKETING_ANALYST,S173,WEST,rohitdas192@falhari.in,913211190266,2019-07-02
E00141,Isha Mukherjee,ISHAMUKHERJEE461,REGIONAL_MANAGER,S162,NORTH,ishamukherjee461@falhari.in,918133098314,2022-02-24
E00142,Ananya Nair,ANANYANAIR503,OPERATIONS_EXEC,S197,NORTH,ananyanair503@falhari.in,910346332874,2019-09-21
E00143,Neha Malhotra,NEHAMALHOTRA328,DATA_PRIVILEGED,S142,CENTRAL,nehamalhotra328@falhari.in,916680580005,2021-12-03
E00144,Karan Kulkarni,KARANKULKARNI119,MARKETING_ANALYST,S121,WEST,karankulkarni119@falhari.in,915015438578,2019-03-13
E00145,Pooja Verma,POOJAVERMA985,DATA_PRIVILEGED,S117,SOUTH,poojaverma985@falhari.in,919491488151,2021-04-23
E00146,Rahul Malhotra,RAHULMALHOTRA417,STORE_MANAGER,S153,SOUTH,rahulmalhotra417@falhari.in,919541710065,2022-08-27
E00147,Vikram Chopra,VIKRAMCHOPRA401,DATA_PRIVILEGED,S138,EAST,vikramchopra401@falhari.in,918545536377,2022-10-10
E00148,Meera Khan,MEERAKHAN619,OPERATIONS_EXEC,S091,NORTH,meerakhan619@falhari.in,919902344238,2019-02-23
E00149,Meera Patel,MEERAPATEL189,DATA_PRIVILEGED,S110,SOUTH,meerapatel189@falhari.in,914849186146,2019-10-19
E00150,Pooja Pillai,POOJAPILLAI240,DATA_PRIVILEGED,S056,CENTRAL,poojapillai240@falhari.in,915805331513,2018-11-13
E00151,Karan Khan,KARANKHAN442,STORE_MANAGER,S028,SOUTH,karankhan442@falhari.in,917027847344,2023-02-12
E00152,Nikhil Mehta,NIKHILMEHTA457,REGIONAL_MANAGER,S192,EAST,nikhilmehta457@falhari.in,912391761968,2019-10-20
E00153,Ananya Khan,ANANYAKHAN535,OPERATIONS_EXEC,S088,CENTRAL,ananyakhan535@falhari.in,918431357408,2023-01-07
E00154,Kiran Bose,KIRANBOSE281,STORE_MANAGER,S116,WEST,kiranbose281@falhari.in,913972961756,2021-10-30
E00155,Manish Mukherjee,MANISHMUKHERJEE604,OPERATIONS_EXEC,S015,EAST,manishmukherjee604@falhari.in,916183442511,2023-09-04
E00156,Priya Pandey,PRIYAPANDEY324,MARKETING_ANALYST,S086,NORTH,priyapandey324@falhari.in,915192415286,2020-08-28
E00157,Kiran Kulkarni,KIRANKULKARNI258,STORE_MANAGER,S018,SOUTH,kirankulkarni258@falhari.in,916170649144,2021-08-25
E00158,Karan Nair,KARANNAIR505,MARKETING_ANALYST,S046,WEST,karannair505@falhari.in,910156914616,2021-05-08
E00159,Rohit Khan,ROHITKHAN903,DATA_PRIVILEGED,S059,WEST,rohitkhan903@falhari.in,913768409134,2018-10-21
E00160,Riya Pillai,RIYAPILLAI71,STORE_MANAGER,S159,NORTH,riyapillai71@falhari.in,910719571451,2021-06-30
E00161,Nikhil Khan,NIKHILKHAN102,MARKETING_ANALYST,S150,CENTRAL,nikhilkhan102@falhari.in,915583873680,2023-03-28
E00162,Ananya Pandey,ANANYAPANDEY404,DATA_PRIVILEGED,S186,NORTH,ananyapandey404@falhari.in,911808438816,2021-06-27
E00163,Aditya Singh,ADITYASINGH879,DATA_PRIVILEGED,S183,SOUTH,adityasingh879@falhari.in,912309907046,2021-02-02
E00164,Rahul Reddy,RAHULREDDY4,REGIONAL_MANAGER,S006,CENTRAL,rahulreddy4@falhari.in,910604519908,2018-12-09
E00165,Aditya Mukherjee,ADITYAMUKHERJEE237,REGIONAL_MANAGER,S014,NORTH,adityamukherjee237@falhari.in,910276327223,2023-07-26
E00166,Isha Malhotra,ISHAMALHOTRA628,MARKETING_ANALYST,S016,SOUTH,ishamalhotra628@falhari.in,914326059047,2020-08-15
E00167,Neha Mehta,NEHAMEHTA336,REGIONAL_MANAGER,S043,NORTH,nehamehta336@falhari.in,916549305397,2020-02-17
E00168,Kiran Khan,KIRANKHAN99,REGIONAL_MANAGER,S174,NORTH,kirankhan99@falhari.in,915996426060,2018-04-15
E00169,Swati Kulkarni,SWATIKULKARNI638,DATA_PRIVILEGED,S041,SOUTH,swatikulkarni638@falhari.in,917405143164,2019-01-09
E00170,Rohit Pandey,ROHITPANDEY630,STORE_MANAGER,S180,CENTRAL,rohitpandey630@falhari.in,913656402542,2022-10-20
E00171,Priya Verma,PRIYAVERMA423,REGIONAL_MANAGER,S139,CENTRAL,priyaverma423@falhari.in,919223843579,2020-02-08
E00172,Pooja Pandey,POOJAPANDEY327,OPERATIONS_EXEC,S077,CENTRAL,poojapandey327@falhari.in,915892251747,2021-08-12
E00173,Ananya Pandey,ANANYAPANDEY278,OPERATIONS_EXEC,S114,CENTRAL,ananyapandey278@falhari.in,917565512889,2021-09-26
E00174,Meera Mehta,MEERAMEHTA549,REGIONAL_MANAGER,S110,SOUTH,meeramehta549@falhari.in,917665703101,2019-11-18
E00175,Vikram Iyer,VIKRAMIYER252,REGIONAL_MANAGER,S165,WEST,vikramiyer252@falhari.in,918753421448,2020-05-28
E00176,Sanjay Das,SANJAYDAS693,MARKETING_ANALYST,S194,NORTH,sanjaydas693@falhari.in,917498839683,2019-06-05
E00177,Neha Singh,NEHASINGH381,MARKETING_ANALYST,S056,CENTRAL,nehasingh381@falhari.in,910935352151,2023-07-01
E00178,Karan Das,KARANDAS809,DATA_PRIVILEGED,S108,NORTH,karandas809@falhari.in,910689924715,2023-05-03
E00179,Sanjay Malhotra,SANJAYMALHOTRA913,STORE_MANAGER,S005,NORTH,sanjaymalhotra913@falhari.in,918010302212,2020-05-08
E00180,Nikhil Reddy,NIKHILREDDY985,MARKETING_ANALYST,S028,SOUTH,nikhilreddy985@falhari.in,912169832328,2021-12-25
E00181,Rahul Gupta,RAHULGUPTA269,REGIONAL_MANAGER,S043,NORTH,rahulgupta269@falhari.in,916326214453,2023-04-29
E00182,Sneha Reddy,SNEHAREDDY662,STORE_MANAGER,S069,SOUTH,snehareddy662@falhari.in,915196787788,2018-05-13
E00183,Rohit Gupta,ROHITGUPTA655,MARKETING_ANALYST,S195,WEST,rohitgupta655@falhari.in,919132684232,2022-05-30
E00184,Karan Reddy,KARANREDDY364,MARKETING_ANALYST,S107,CENTRAL,karanreddy364@falhari.in,919033693105,2022-12-26
E00185,Rohit Joshi,ROHITJOSHI466,REGIONAL_MANAGER,S046,WEST,rohitjoshi466@falhari.in,913815455278,2023-04-07
E00186,Meera Patel,MEERAPATEL646,DATA_PRIVILEGED,S002,WEST,meerapatel646@falhari.in,912356409309,2023-12-28
E00187,Meera Pillai,MEERAPILLAI622,STORE_MANAGER,S154,WEST,meerapillai622@falhari.in,915078679699,2020-06-09
E00188,Aditya Gupta,ADITYAGUPTA584,STORE_MANAGER,S161,EAST,adityagupta584@falhari.in,919487461231,2018-02-05
E00189,Priya Singh,PRIYASINGH297,STORE_MANAGER,S093,WEST,priyasingh297@falhari.in,915175863735,2020-04-17
E00190,Karan Patel,KARANPATEL901,DATA_PRIVILEGED,S009,WEST,karanpatel901@falhari.in,912899666868,2022-02-20
E00191,Pooja Rao,POOJARAO218,STORE_MANAGER,S023,WEST,poojarao218@falhari.in,916210651494,2023-03-06
E00192,Karan Pandey,KARANPANDEY958,DATA_PRIVILEGED,S188,SOUTH,karanpandey958@falhari.in,915431055771,2018-07-05
E00193,Karan Verma,KARANVERMA678,REGIONAL_MANAGER,S119,SOUTH,karanverma678@falhari.in,915960889586,2023-01-23
E00194,Swati Mehta,SWATIMEHTA340,OPERATIONS_EXEC,S077,CENTRAL,swatimehta340@falhari.in,913423149452,2019-02-20
E00195,Ananya Khan,ANANYAKHAN725,OPERATIONS_EXEC,S111,WEST,ananyakhan725@falhari.in,910620981804,2018-07-15
E00196,Nikhil Pandey,NIKHILPANDEY599,STORE_MANAGER,S082,SOUTH,nikhilpandey599@falhari.in,911414050850,2018-11-21
E00197,Isha Rao,ISHARAO491,MARKETING_ANALYST,S184,EAST,isharao491@falhari.in,912963641226,2021-05-26
E00198,Manish Singh,MANISHSINGH328,MARKETING_ANALYST,S177,EAST,manishsingh328@falhari.in,913924539604,2019-06-03
E00199,Rahul Sharma,RAHULSHARMA550,STORE_MANAGER,S117,SOUTH,rahulsharma550@falhari.in,914425396852,2023-01-27
E00200,Meera Pillai,MEERAPILLAI877,REGIONAL_MANAGER,S005,NORTH,meerapillai877@falhari.in,919188122466,2019-05-19
