customer_id,customer_name,customer_type,email,phone,city,state,pin_code,division,created_at
CUST100132,Customer_132,Organization,customer132@example.com,9447415720,Chennai,Rajasthan,275745,Dealers,2023-06-27 09:55:57
CUST100133,Customer_133,Organization,customer133@example.com,9783807591,Surat,Tamil Nadu,294384,Retail,2024-01-04 01:59:21
CUST100134,Customer_134,Individual,customer134@example.com,9853761122,Mumbai,Uttar Pradesh,325372,Projects,2025-03-10 02:46:50
CUST100135,Customer_135,Individual,customer135@example.com,9174026711,Pune,Tamil Nadu,764524,Distributors,2023-04-28 07:27:02
CUST100136,Customer_136,Individual,customer136@example.com,9476844588,Delhi,Maharashtra,966873,Distributors,2023-11-26 02:23:42
CUST100137,Customer_137,Organization,customer137@example.com,9283554360,Delhi,Gujarat,741840,Distributors,2023-11-11 06:58:09
CUST100138,Customer_138,Individual,customer138@example.com,9838803066,Mumbai,Gujarat,677400,Industrial,2025-01-10 16:38:33
CUST100139,Customer_139,Individual,customer139@example.com,9126068941,Delhi,Tamil Nadu,371381,LocalShop,2023-07-26 20:03:04
CUST100140,Customer_140,Individual,customer140@example.com,9056132796,Hyderabad,Tamil Nadu,017539,Projects,2023-08-06 05:14:50
CUST100141,Customer_141,Individual,customer141@example.com,9205667686,Kolkata,Tamil Nadu,557208,Industrial,2025-02-07 18:45:05
CUST100142,Customer_142,Organization,customer142@example.com,9145599918,Lucknow,Gujarat,367970,Retail,2023-01-22 10:15:22
CUST100143,Customer_143,Organization,customer143@example.com,9299327744,Surat,Rajasthan,510099,Industrial,2025-04-13 06:04:30
CUST100144,Customer_144,Organization,customer144@example.com,9368606780,Delhi,Gujarat,160661,Retail,2023-08-02 03:37:35
CUST100145,Customer_145,Individual,customer145@example.com,9195771172,Delhi,Maharashtra,345296,Distributors,2024-12-08 03:00:11
CUST100146,Customer_146,Organization,customer146@example.com,9081178617,Mumbai,Maharashtra,800391,LocalShop,2023-02-24 22:26:58
CUST100147,Customer_147,Organization,customer147@example.com,9229385160,Chennai,Rajasthan,990428,Projects,2023-05-15 04:41:08
CUST100148,Customer_148,Organization,customer148@example.com,9025364547,Chennai,Maharashtra,972042,Projects,2025-09-14 21:37:48
CUST100149,Customer_149,Individual,customer149@example.com,9906871524,Mumbai,Karnataka,709857,Projects,2024-12-13 04:33:14
CUST100150,Customer_150,Individual,customer150@example.com,9556350612,Pune,Gujarat,773202,LocalShop,2025-06-27 07:29:44
CUST100151,Customer_151,Individual,customer151@example.com,9114459232,Delhi,Delhi,168608,Projects,2023-08-19 09:54:43
CUST100152,Customer_152,Individual,customer152@example.com,9793028198,Jaipur,Maharashtra,501710,LocalShop,2023-12-12 07:30:08
CUST100153,Customer_153,Individual,customer153@example.com,9146905909,Chennai,Gujarat,419830,Distributors,2023-03-20 15:54:37
CUST100154,Customer_154,Individual,customer154@example.com,9947434392,Hyderabad,Karnataka,062245,Retail,2023-05-17 06:29:47
CUST100155,Customer_155,Organization,customer155@example.com,9346729503,Nagpur,Maharashtra,473532,Retail,2024-05-10 08:37:02
CUST100156,Customer_156,Individual,customer156@example.com,9082843521,Chennai,Gujarat,257779,Dealers,2024-08-26 09:26:28
CUST100157,Customer_157,Organization,customer157@example.com,9991237357,Pune,Uttar Pradesh,551984,Projects,2023-09-30 17:13:50
CUST100158,Customer_158,Organization,customer158@example.com,9006043683,Bengaluru,Maharashtra,017115,Projects,2023-04-23 16:10:27
CUST100159,Customer_159,Organization,customer159@example.com,9765339746,Hyderabad,Gujarat,375863,BrandStore,2025-07-03 21:39:11
CUST100160,Customer_160,Individual,customer160@example.com,9372107587,Lucknow,Maharashtra,138661,Distributors,2023-08-07 11:33:53
CUST100161,Customer_161,Organization,customer161@example.com,9729180768,Hyderabad,Maharashtra,220210,Distributors,2024-11-11 18:01:51
CUST100162,Customer_162,Organization,customer162@example.com,9984351486,Surat,Tamil Nadu,108239,Retail,2024-06-14 23:32:00
CUST100163,Customer_163,Individual,customer163@example.com,9810993987,Ahmedabad,Gujarat,181121,BrandStore,2025-05-10 18:48:31
CUST100164,Customer_164,Organization,customer164@example.com,9620354000,Surat,Gujarat,610120,LocalShop,2023-06-29 10:29:05
CUST100165,Customer_165,Organization,customer165@example.com,9748263331,Mumbai,West Bengal,428516,Retail,2023-05-14 03:24:00
CUST100166,Customer_166,Organization,customer166@example.com,9847203596,Hyderabad,Uttar Pradesh,840975,Dealers,2025-06-06 18:31:12
CUST100167,Customer_167,Individual,customer167@example.com,9171998149,Ahmedabad,Tamil Nadu,968299,Retail,2023-05-16 04:37:05
CUST100168,Customer_168,Organization,customer168@example.com,9558590757,Delhi,Gujarat,155911,LocalShop,2023-06-06 21:11:47
CUST100169,Customer_169,Organization,customer169@example.com,9888265414,Lucknow,Uttar Pradesh,643860,Distributors,2024-02-22 05:33:01
CUST100170,Customer_170,Organization,customer170@example.com,9083246081,Nagpur,Telangana,737604,LocalShop,2024-09-24 12:24:40
CUST100171,Customer_171,Organization,customer171@example.com,9788513518,Lucknow,Maharashtra,182000,Projects,2025-12-30 14:39:27
CUST100172,Customer_172,Individual,customer172@example.com,9285610351,Hyderabad,Uttar Pradesh,538280,Retail,2024-08-23 12:12:46
CUST100173,Customer_173,Individual,customer173@example.com,9159866240,Surat,Maharashtra,411826,Projects,2025-09-25 11:05:44
CUST100174,Customer_174,Organization,customer174@example.com,9433246831,Jaipur,Gujarat,985526,Distributors,2023-04-10 04:01:04
CUST100175,Customer_175,Organization,customer175@example.com,9968278217,Mumbai,Uttar Pradesh,431042,Distributors,2024-09-20 12:32:24
CUST100176,Customer_176,Organization,customer176@example.com,9759837664,Surat,Maharashtra,588810,Industrial,2024-02-06 19:14:23
CUST100177,Customer_177,Individual,customer177@example.com,9986228483,Lucknow,West Bengal,410656,Distributors,2023-10-30 05:07:07
CUST100178,Customer_178,Individual,customer178@example.com,9832081245,Hyderabad,Karnataka,377461,BrandStore,2023-04-01 02:54:12
CUST100179,Customer_179,Individual,customer179@example.com,9427517714,Ahmedabad,Gujarat,440579,Projects,2025-04-04 22:22:28
CUST100180,Customer_180,Individual,customer180@example.com,9007283153,Delhi,Maharashtra,227538,Industrial,2024-06-16 10:00:22
CUST100181,Customer_181,Organization,customer181@example.com,9319942717,Lucknow,Rajasthan,136082,Dealers,2025-08-26 00:08:54
CUST100182,Customer_182,Individual,customer182@example.com,9501801412,Nagpur,Karnataka,260415,Dealers,2025-07-29 19:41:04
CUST100183,Customer_183,Individual,customer183@example.com,9485627467,Jaipur,Tamil Nadu,341596,Distributors,2024-05-28 13:47:46
CUST100184,Customer_184,Individual,customer184@example.com,9069861057,Delhi,West Bengal,649208,LocalShop,2023-03-03 06:35:53
CUST100185,Customer_185,Organization,customer185@example.com,9364188016,Pune,Maharashtra,892733,Retail,2024-09-14 14:04:07
CUST100186,Customer_186,Organization,customer186@example.com,9923876716,Mumbai,Karnataka,194546,LocalShop,2024-07-11 01:32:11
CUST100187,Customer_187,Individual,customer187@example.com,9887844840,Surat,Maharashtra,085772,BrandStore,2024-06-09 12:45:43
CUST100188,Customer_188,Individual,customer188@example.com,9474661886,Mumbai,Gujarat,954417,Projects,2024-01-10 05:05:52
CUST100189,Customer_189,Organization,customer189@example.com,9902642484,Hyderabad,Telangana,397040,Dealers,2023-01-01 06:19:38
CUST100190,Customer_190,Individual,customer190@example.com,9796856438,Chennai,Telangana,375734,Retail,2025-10-20 13:57:17
CUST100191,Customer_191,Individual,customer191@example.com,9036753184,Nagpur,Maharashtra,716193,Distributors,2023-10-24 01:17:28
CUST100192,Customer_192,Organization,customer192@example.com,9149857469,Bengaluru,Telangana,075459,LocalShop,2023-10-03 06:35:08
CUST100193,Customer_193,Individual,customer193@example.com,9713685399,Chennai,West Bengal,332816,BrandStore,2025-03-06 19:43:40
CUST100194,Customer_194,Organization,customer194@example.com,9853752276,Surat,Karnataka,969563,Retail,2024-07-01 04:22:37
CUST100195,Customer_195,Organization,customer195@example.com,9597685840,Delhi,Maharashtra,300279,BrandStore,2024-01-25 05:35:29
CUST100196,Customer_196,Individual,customer196@example.com,9862708187,Chennai,Maharashtra,635766,Retail,2024-08-15 18:25:53
CUST100197,Customer_197,Organization,customer197@example.com,9476907288,Hyderabad,Tamil Nadu,976756,LocalShop,2023-10-28 14:07:03
CUST100198,Customer_198,Organization,customer198@example.com,9490971022,Bengaluru,Uttar Pradesh,804909,Dealers,2023-03-21 00:01:41
CUST100199,Customer_199,Organization,customer199@example.com,9453732105,Ahmedabad,Rajasthan,502233,Industrial,2025-08-18 11:10:17
CUST100200,Customer_200,Organization,customer200@example.com,9989064966,Mumbai,Gujarat,837127,Retail,2025-03-13 22:13:44
CUST100201,Customer_201,Organization,customer201@example.com,9554263009,Jaipur,Rajasthan,006784,Retail,2023-11-16 08:33:42
CUST100202,Customer_202,Organization,customer202@example.com,9697143007,Jaipur,Delhi,522364,Retail,2024-08-28 01:40:55
CUST100203,Customer_203,Individual,customer203@example.com,9566757091,Surat,West Bengal,629380,Industrial,2025-04-08 17:07:11
CUST100204,Customer_204,Individual,customer204@example.com,9137591697,Nagpur,Gujarat,395510,Dealers,2024-09-04 04:25:50
CUST100205,Customer_205,Individual,customer205@example.com,9379346512,Kolkata,Tamil Nadu,165079,Dealers,2024-12-17 13:12:47
CUST100206,Customer_206,Individual,customer206@example.com,9200743161,Lucknow,Delhi,934635,Dealers,2025-05-30 14:08:35
CUST100207,Customer_207,Organization,customer207@example.com,9891377623,Surat,Maharashtra,344741,BrandStore,2025-07-31 08:43:07
CUST100208,Customer_208,Individual,customer208@example.com,9881528000,Jaipur,Gujarat,054595,Dealers,2025-04-18 08:37:16
CUST100209,Customer_209,Organization,customer209@example.com,9613858150,Pune,Rajasthan,029967,Industrial,2024-11-24 04:18:14
CUST100210,Customer_210,Individual,customer210@example.com,9196974324,Delhi,West Bengal,302934,Distributors,2023-03-14 03:18:50
CUST100211,Customer_211,Individual,customer211@example.com,9937588251,Surat,Gujarat,368539,Dealers,2024-09-22 10:53:38
CUST100212,Customer_212,Organization,customer212@example.com,9837808425,Kolkata,Tamil Nadu,116864,Projects,2023-06-26 01:34:22
CUST100213,Customer_213,Organization,customer213@example.com,9645642151,Jaipur,Maharashtra,811954,Dealers,2025-09-17 12:17:51
CUST100214,Customer_214,Individual,customer214@example.com,9878926442,Ahmedabad,Uttar Pradesh,157651,BrandStore,2024-06-16 07:42:39
CUST100215,Customer_215,Organization,customer215@example.com,9503105968,Lucknow,Delhi,195857,Retail,2025-01-19 03:14:42
CUST100216,Customer_216,Individual,customer216@example.com,9950964486,Ahmedabad,Tamil Nadu,947389,LocalShop,2025-12-18 07:08:31
CUST100217,Customer_217,Individual,customer217@example.com,9427905520,Nagpur,Maharashtra,510663,Projects,2023-06-15 13:42:37
CUST100218,Customer_218,Individual,customer218@example.com,9452556932,Jaipur,Rajasthan,435233,BrandStore,2024-09-10 11:21:10
CUST100219,Customer_219,Individual,customer219@example.com,9867461243,Jaipur,Uttar Pradesh,671900,Industrial,2025-01-02 17:04:55
CUST100220,Customer_220,Organization,customer220@example.com,9023679462,Lucknow,Maharashtra,986426,LocalShop,2025-03-15 22:09:16
CUST100221,Customer_221,Organization,customer221@example.com,9175666369,Delhi,West Bengal,733557,Retail,2023-05-21 01:37:36
CUST100222,Customer_222,Organization,customer222@example.com,9755382944,Mumbai,West Bengal,155531,Dealers,2024-02-05 07:30:20
